バァチャンの遺産目当て	りょう
バイビーベイビーサヨウナラ	buzzG
バイメーバイメ－	マイキP
バニラモカフラペチーノ	Takh
バファロン	rukaku
パーティージャンキー	satuki ga
パステルライナー☆	鮭P
パライソ・パライソ	ねじ式
パラサイト/ M.I.K.U.	生㌔P
パラドキシカル・パラダイム	Ebot
パラレリズム恋心	ナユタン星人
パンチラ見て元気出して！	aono
ピーターパン・シンドローム	buzzG
ピルグリム	しーくん
ファーレン	ピコン
ファイアダンス	DECO*27
ファイアダンス	DECO*27 Giga
ファントムペイン	奏音69
フィッシュアンドTips	ど～ぱみん
フィラウティア	ほいっぷ
フェイタルエゴ	青栗鼠
フォーク並びを徹底してほしい	kihirohito
フュージョン	DECO*27 tepe
ブーケガルニ	煮ル果実
ブルーヴェ	Chinozo
ブレイクアウト！	LOLI.COM タイツォン タケ ヨシキ
ブレイクアウト！	寺田まも
プリムラの食べ方	春野
プロジェクトインサイダア	日陰電工(nelo)
ヘイセイカタクリズム	じっぷす
ヘイターガール	うみくん
ヘパイストス	藤原ハガネ
ベビーデイズ	Chinozo
ペテン師ロック	きじねこ
ペテン師ロック	きじねこ ぐるーぶ
ホ・オポノポノ	めろくる
ホシノウタ	とくP
ホワイトスニーカー・ラブ	黒うさP
ボックスワンターバ～ン	マキシウキョウ
ボーカロイドたちが2コードくりかえすだけ	GYARI
ポッピンヒューマノイド	バーミーズ
ポートレート	バルーン
ポジティヴ・ハラスメント	和田たけあき
ポジティブパレード	DECO*27
ポジネガミステイカーズ	sasakure.UK
ポジポジ	吉屋りん
ポストずんだロックなのだ	無色透名祭参加曲
マジェンタ	清水コウ
マディ・マーマレード	煮ル果実
マホロバ	シン
マボロシミュレーション	ねじ式
マヨイガミステリヰ	てにをは
ミッドナイトに猫は笑う	Misumi
ミッドナイト・スイマー	55ymtk
ミッドナイトパレイド	すしな
ミクミクミクミクミ	キノシタ
ミザリィ	遼遼
ミラーリング	須田景凪 バルーン
ミルクティー	ただ
ムウ	煮ル果実
ムゲンノツバサ	ハヤブサ
メカクシンデレラ	ねじ式
メチル	椿。
メンティーラ	ど～ぱみん
モウマンタイと叫んだら	SEVENTHLINKS
モミアゲRock！	石黒千尋
ヤツメ穴	xxxx
ユーロスターに乗って	シロムーン
ユカユカ☆ルナティックナイト	赤兎かい
ユメガール	ちいたな
ユメネコ	ピノキオピー
ユラギ	niki
ラッパ吹きの少年	ぴろぱる
ラビリンス	四多トオリ
ラブリー	是
ラプンツェル	ナブナ
リーパー	さまぐら
リアライン	すしP
リスキーメイズ	あんP
リリィクラウン	ユイナミ
ルサンチマンと虚構の箱庭	ロリP
ルナー・リフレクション	Haut
レアリゼ	リケ
レイジー・クルーズ	cat nap
レインスノードロップ	Re:nG
レインボーダー	DECO*27
ロマンちっくブレイカー	HoneyWorks ピストンP
ワープアンドワープ	日向電工
ワールドエンド・ガールズライク	鹿乃
ワカンナイト☆フィーバ！？	キノシタ
ワンダーラスト	ささくれP
ワンダホー・ニッポン！	takamatt
ワンダホー・ニッポン！	takamatt かごめP
